000.0000E+0,35.9034E-9
50.0000E-3,1.2652E-6
100.0000E-3,2.4147E-6
150.0000E-3,3.5192E-6
200.0000E-3,4.4924E-6
250.0000E-3,5.3238E-6
300.0000E-3,6.2039E-6
350.0000E-3,7.1084E-6
400.0000E-3,7.8192E-6
450.0000E-3,8.4406E-6
500.0000E-3,9.1808E-6
550.0000E-3,9.7139E-6
600.0000E-3,10.3176E-6
650.0000E-3,10.7681E-6
700.0000E-3,11.1239E-6
750.0000E-3,11.6417E-6
800.0000E-3,11.9719E-6
850.0000E-3,12.4424E-6
900.0000E-3,12.6376E-6
950.0000E-3,12.6997E-6
1.0000E+0,13.1184E-6
1.0500E+0,13.3661E-6
1.1000E+0,13.7459E-6
1.1500E+0,13.8662E-6
1.2000E+0,14.3646E-6
1.2500E+0,14.1436E-6
1.3000E+0,14.2731E-6
1.3500E+0,14.2256E-6
1.4000E+0,14.5729E-6
1.4500E+0,14.6309E-6
1.5000E+0,14.4939E-6
1.5500E+0,14.5362E-6
1.6000E+0,14.8024E-6
1.6500E+0,14.8588E-6
1.7000E+0,15.1349E-6
1.7500E+0,15.1963E-6
1.8000E+0,15.2180E-6
1.8500E+0,15.5235E-6
1.9000E+0,15.6463E-6
1.9500E+0,15.6481E-6
2.0000E+0,15.7780E-6
2.0500E+0,15.8775E-6
2.1000E+0,15.8678E-6
2.1500E+0,16.1036E-6
2.2000E+0,16.2463E-6
2.2500E+0,16.2383E-6
2.3000E+0,16.9256E-6
2.3500E+0,16.8048E-6
2.4000E+0,17.0973E-6
2.4500E+0,16.5529E-6
2.5000E+0,17.2597E-6
2.5500E+0,16.9792E-6
2.6000E+0,17.2249E-6
2.6500E+0,17.4752E-6
2.7000E+0,17.4873E-6
2.7500E+0,17.6358E-6
2.8000E+0,17.9093E-6
2.8500E+0,17.7610E-6
2.9000E+0,17.7232E-6
2.9500E+0,18.0122E-6
3.0000E+0,18.2978E-6
3.0500E+0,18.4845E-6
3.1000E+0,18.7468E-6
3.1500E+0,19.0452E-6
3.2000E+0,19.2586E-6
3.2500E+0,19.2542E-6
3.3000E+0,19.4611E-6
3.3500E+0,19.4908E-6
3.4000E+0,19.8402E-6
3.4500E+0,20.1301E-6
3.5000E+0,20.2242E-6
3.5500E+0,20.4062E-6
3.6000E+0,20.7260E-6
3.6500E+0,21.3711E-6
3.7000E+0,21.3305E-6
3.7500E+0,21.7110E-6
3.8000E+0,21.6131E-6
3.8500E+0,21.5709E-6
3.9000E+0,22.1680E-6
3.9500E+0,22.3081E-6
4.0000E+0,23.0507E-6
4.0000E+0,23.0451E-6
3.9500E+0,23.2788E-6
3.9000E+0,22.5350E-6
3.8500E+0,22.5916E-6
3.8000E+0,22.0386E-6
3.7500E+0,22.5131E-6
3.7000E+0,22.2105E-6
3.6500E+0,22.0568E-6
3.6000E+0,21.9106E-6
3.5500E+0,21.8687E-6
3.5000E+0,21.9747E-6
3.4500E+0,21.6839E-6
3.4000E+0,21.2243E-6
3.3500E+0,21.3868E-6
3.3000E+0,21.4314E-6
3.2500E+0,21.3222E-6
3.2000E+0,21.0328E-6
3.1500E+0,21.2879E-6
3.1000E+0,21.0047E-6
3.0500E+0,20.7408E-6
3.0000E+0,20.8701E-6
2.9500E+0,20.7795E-6
2.9000E+0,20.8421E-6
2.8500E+0,20.7106E-6
2.8000E+0,20.1562E-6
2.7500E+0,20.5938E-6
2.7000E+0,20.5949E-6
2.6500E+0,20.5439E-6
2.6000E+0,20.5767E-6
2.5500E+0,20.1279E-6
2.5000E+0,20.1859E-6
2.4500E+0,19.9437E-6
2.4000E+0,19.8533E-6
2.3500E+0,19.8947E-6
2.3000E+0,19.5556E-6
2.2500E+0,19.4100E-6
2.2000E+0,19.2548E-6
2.1500E+0,18.9668E-6
2.1000E+0,19.0294E-6
2.0500E+0,18.6653E-6
2.0000E+0,18.4794E-6
1.9500E+0,18.5095E-6
1.9000E+0,18.1750E-6
1.8500E+0,17.9610E-6
1.8000E+0,18.5098E-6
1.7500E+0,18.0135E-6
1.7000E+0,17.9732E-6
1.6500E+0,18.0782E-6
1.6000E+0,17.7914E-6
1.5500E+0,17.6585E-6
1.5000E+0,17.3303E-6
1.4500E+0,17.4895E-6
1.4000E+0,17.0801E-6
1.3500E+0,16.8973E-6
1.3000E+0,16.4981E-6
1.2500E+0,16.2714E-6
1.2000E+0,16.0305E-6
1.1500E+0,16.0661E-6
1.1000E+0,15.6889E-6
1.0500E+0,15.6209E-6
1.0000E+0,15.1158E-6
950.0000E-3,14.8756E-6
900.0000E-3,14.3025E-6
850.0000E-3,14.0786E-6
800.0000E-3,13.5124E-6
750.0000E-3,12.9301E-6
700.0000E-3,12.5362E-6
650.0000E-3,11.9494E-6
600.0000E-3,11.3706E-6
550.0000E-3,10.6668E-6
500.0000E-3,10.0019E-6
450.0000E-3,9.3343E-6
400.0000E-3,8.6499E-6
350.0000E-3,7.8021E-6
300.0000E-3,6.9079E-6
250.0000E-3,5.9934E-6
200.0000E-3,4.9396E-6
150.0000E-3,3.7956E-6
100.0000E-3,2.6619E-6
50.0000E-3,1.4095E-6
5.8426E-15,-851.2560E-12
