-19.924,-1.299
-19.507,-1.284
-18.951,-1.269
-18.431,-1.258
-18.011,-1.244
-17.522,-1.230
-16.955,-1.220
-16.479,-1.202
-15.968,-1.184
-15.440,-1.168
-15.011,-1.150
-14.456,-1.132
-13.968,-1.108
-13.469,-1.085
-12.954,-1.059
-12.457,-1.038
-11.964,-1.009
-11.439,-0.983
-10.941,-0.957
-10.464,-0.923
-10.003,-0.892
-9.482,-0.860
-8.946,-0.825
-8.506,-0.790
-7.950,-0.749
-7.536,-0.712
-7.007,-0.674
-6.486,-0.631
-6.005,-0.590
-5.496,-0.543
-4.963,-0.497
-4.461,-0.448
-3.989,-0.405
-3.457,-0.357
-2.986,-0.305
-2.489,-0.257
-1.993,-0.204
-1.460,-0.159
-1.070,-0.128
-0.823,-0.105
-0.464,-0.059
-0.019,-0.004
