-40.017,-11.498
-39.419,-11.447
-38.745,-11.416
-38.311,-11.434
-37.949,-11.390
-37.376,-11.409
-36.784,-11.410
-36.396,-11.410
-35.768,-11.411
-35.283,-11.394
-34.582,-11.395
-33.964,-11.379
-33.367,-11.379
-32.681,-11.347
-31.908,-11.309
-31.406,-11.310
-30.837,-11.278
-30.321,-11.279
-29.852,-11.279
-29.122,-11.297
-28.697,-11.264
-28.089,-11.265
-27.440,-11.250
-26.844,-11.202
-26.025,-11.170
-25.186,-11.189
-24.467,-11.093
-23.932,-11.061
-23.176,-11.064
-22.338,-11.000
-21.454,-10.883
-20.724,-10.863
-20.084,-10.746
-19.352,-10.679
-18.738,-10.537
-17.887,-10.398
-17.312,-10.296
-16.586,-10.093
-15.807,-9.880
-15.203,-9.687
-14.453,-9.392
-13.801,-9.155
-13.292,-8.951
-12.835,-8.738
-12.425,-8.518
-11.972,-8.335
-11.539,-8.105
-10.896,-7.812
-10.436,-7.587
-10.025,-7.349
-9.447,-7.083
-8.851,-6.719
-8.461,-6.469
-7.971,-6.149
-7.459,-5.833
-6.975,-5.554
-6.504,-5.165
-5.983,-4.816
-5.507,-4.496
-5.011,-4.145
-4.532,-3.710
-4.032,-3.361
-3.529,-2.986
-2.993,-2.549
-2.544,-2.108
-1.999,-1.775
-1.636,-1.386
-1.059,-1.079
-0.762,-0.723
-0.499,-0.410
-0.055,-0.015
