-4.0000E+0,5.9672E-9
-3.9208E+0,11.5267E-9
-3.8416E+0,12.0027E-9
-3.7624E+0,9.5347E-9
-3.6832E+0,9.2125E-9
-3.6040E+0,9.1438E-9
-3.5248E+0,8.2258E-9
-3.4455E+0,7.0339E-9
-3.3663E+0,6.8018E-9
-3.2871E+0,7.1934E-9
-3.2079E+0,6.1568E-9
-3.1287E+0,5.2972E-9
-3.0495E+0,4.6034E-9
-2.9703E+0,1.8542E-9
-2.8911E+0,1.6268E-9
-2.8119E+0,2.8824E-9
-2.7327E+0,2.8309E-9
-2.6535E+0,2.3949E-9
-2.5743E+0,2.1944E-9
-2.4950E+0,1.7930E-9
-2.4158E+0,1.4808E-9
-2.3366E+0,1.3497E-9
-2.2574E+0,1.1182E-9
-2.1782E+0,958.5631E-12
-2.0990E+0,789.0760E-12
-2.0198E+0,685.6782E-12
-1.9406E+0,492.2028E-12
-1.8614E+0,383.3647E-12
-1.7822E+0,259.2238E-12
-1.7030E+0,207.9510E-12
-1.6238E+0,172.0003E-12
-1.5446E+0,147.2834E-12
-1.4653E+0,95.1625E-12
-1.3861E+0,88.2181E-12
-1.3069E+0,86.2502E-12
-1.2277E+0,92.8649E-12
-1.1485E+0,106.6434E-12
-1.0693E+0,152.3579E-12
-990.0990E-3,217.4606E-12
-910.8911E-3,352.2557E-12
-831.6832E-3,571.4986E-12
-752.4752E-3,845.2534E-12
-673.2673E-3,1.7087E-9
-594.0594E-3,2.9440E-9
-514.8515E-3,8.4049E-9
-435.6436E-3,16.3755E-9
-356.4356E-3,32.7452E-9
-277.2277E-3,62.9495E-9
-198.0198E-3,117.2845E-9
-118.8119E-3,202.5649E-9
-39.6040E-3,323.8778E-9
39.6040E-3,477.3928E-9
118.8119E-3,684.2038E-9
198.0198E-3,932.8796E-9
277.2277E-3,1.2402E-6
356.4356E-3,1.5251E-6
435.6436E-3,1.8264E-6
514.8515E-3,2.1799E-6
594.0594E-3,2.5237E-6
673.2673E-3,2.8698E-6
752.4752E-3,3.2542E-6
831.6832E-3,3.5792E-6
910.8911E-3,3.9215E-6
990.0990E-3,4.2521E-6
1.0693E+0,4.5699E-6
1.1485E+0,4.8843E-6
1.2277E+0,5.0891E-6
1.3069E+0,5.5163E-6
1.3861E+0,5.8259E-6
1.4653E+0,6.0824E-6
1.5446E+0,6.3278E-6
1.6238E+0,6.5283E-6
1.7030E+0,6.8060E-6
1.7822E+0,6.9220E-6
1.8614E+0,7.1160E-6
