org,model_id,primary,backend,curve_type,fixed_voltage,npz_path,n_points,mse_ln,mae_ln,rmse_ln,r2_ln,mse_abs,mae_abs,rmse_abs,r2_abs
Org4,org4_exp1,True,sklearn,transfer,-48.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/transfer/transfer-neg48V_synth_003.npz,1500,0.0005745314687694422,0.012979795446309585,0.023969386074103823,0.9999804619842745,5.497236326339091,1.4346105752162315,2.3446185886704667,0.9998303854949236
Org4,org4_exp1,True,sklearn,transfer,-50.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/transfer/transfer-neg50V_synth_004.npz,1500,0.0005155102689433749,0.012610663962232704,0.022704851220463323,0.9999825049811603,5.072099865243226,1.346718405888281,2.2521322930154937,0.9998515232503553
Org4,org4_exp1,True,sklearn,output,-42.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg42V_synth_000.npz,1500,0.41834680663428403,0.18576480879995783,0.6467973458775816,0.2696108912696631,458.5575865716025,10.622399571963337,21.413957751233248,0.7379124006433562
Org4,org4_exp1,True,sklearn,output,-44.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg44V_synth_001.npz,1500,0.4276383691627309,0.19008676820383213,0.6539406465136809,0.2935750868911662,557.2051639572237,11.80792204882657,23.605193580168404,0.7694384317046004
Org4,org4_exp1,True,sklearn,output,-46.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg46V_synth_002.npz,1500,0.4353982605194662,0.19381177322753027,0.6598471493607184,0.3175338641866987,657.2093002162546,12.907319250460207,25.636093700411042,0.79780932765684
Org4,org4_exp1,True,sklearn,output,-48.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg48V_synth_003.npz,1500,0.44145409256842466,0.1970305266821145,0.6644201175223585,0.3415673765917898,754.0890451273311,13.930862715576058,27.460681803759556,0.8233667512784839
Org4,org4_exp1,True,sklearn,output,-50.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg50V_synth_004.npz,1500,0.44564236801971735,0.20001298277342858,0.6675645047631856,0.3657518599397911,842.909821156745,14.957646765227258,29.03290927820953,0.8464378528635041
Org4,org4_exp1,True,sklearn,output,-62.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg62V_synth_000.npz,1500,0.42532856525301843,0.19491868134778179,0.6521721898801102,0.5165269807561002,941.2841414870956,17.28967920492599,30.680354324666713,0.9458735660099501
Org4,org4_exp1,True,sklearn,output,-64.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg64V_synth_001.npz,1500,0.41413049509912403,0.18827085223999135,0.6435297157856225,0.542520496333978,861.9629786901388,16.45344187940116,29.35920602962789,0.9570724830431073
Org4,org4_exp1,True,sklearn,output,-66.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg66V_synth_002.npz,1500,0.40095764649142857,0.179868096873634,0.6332121654638583,0.5685345448821801,760.7310976153487,15.299917301445877,27.5813541657285,0.9668010279688771
Org4,org4_exp1,True,sklearn,output,-68.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg68V_synth_003.npz,1500,0.3860718463407201,0.1695797382660974,0.621346800378597,0.5943779122766015,645.7624684162612,13.84769183226899,25.411856847075562,0.975028028393759
Org4,org4_exp1,True,sklearn,output,-70.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg70V_synth_004.npz,1500,0.36983163196546265,0.15725782121387405,0.6081378396099544,0.6197938059813606,528.0685415696712,12.119138930068283,22.979741982225807,0.9817118543315023
Org4,org4_exp1,True,sklearn,output,-82.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg82V_synth_000.npz,1500,5.216885084728428,0.44786061322777165,2.2840501493462066,0.23010027180345205,748.0548027989271,20.835218237695045,27.350590538394727,0.9838769899551514
Org4,org4_exp1,True,sklearn,output,-84.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg84V_synth_001.npz,1500,4.536898567141147,0.44514891828941083,2.12999966364813,0.23157896335563177,1353.6961243859873,28.371102538808657,36.79260964359538,0.9709266566509499
Org4,org4_exp1,True,sklearn,output,-86.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg86V_synth_002.npz,1500,14.338333449000205,1.1767997910109609,3.7865991930755234,0.173864650484166,3294.3235670952113,42.196143151230224,57.39619819374112,0.9324195637135717
Org4,org4_exp1,True,sklearn,output,-88.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg88V_synth_003.npz,1500,15.507273037359068,1.2946157386558113,3.9379275053458094,0.16670318412305196,6271.059910816936,53.25503008040915,79.1900240612221,0.8815742768948939
Org4,org4_exp1,True,sklearn,output,-90.0,/home/rsb6/Desktop/TCC/TCC implementation/Model_OTFT/synthetic_inference_runs/Org4/Org4/tipo_p/output/output-neg90V_synth_004.npz,1500,19.181286660320993,1.5680376641592038,4.3796445815066996,0.1411067513566241,10383.68240736905,66.07554107799886,101.9003552857842,0.8169942886112925
